name,brand,price,img,description,url
Camiseta Polo Wear Logo Branca,Polo Wear,"R$ 27,99",https://static.dafiti.com.br/p/Polo-Wear-Camiseta-Polo-Wear-Logo-Branca-0546-5695235-1-zoom.jpg,"Camiseta Polo Wear Logo BrancaManga: CurtaGola: RedondaMedidas da peça no tamanho M: Ombro: 15cm/ Ombro a Ombro: 48cm/ Manga: 25cm/ Tórax: 114cm /Comprimento: 74cmMedidas do Modelo: Altura: 1,87m/ Tórax: 94cm/ Manequim: 40.Características: Possui logo bordado.",https://www.dafiti.com.br/Camiseta-Polo-Wear-Logo-Branca-5325965.html
Kit 4pçs Cueca Calvin Klein Underwear Boxer Logo Preto/Cinza,Calvin Klein Underwear,"R$ 189,99",https://static.dafiti.com.br/p/Calvin-Klein-Underwear-Kit-4pçs-Cueca-Calvin-Klein-Underwear-Boxer-Logo-Preto/Cinza-3687-5526555-1-zoom.jpg,Kit 4pçs Cueca Calvin Klein Underwear Boxer Logo Preto/CinzaMedidas da peça no tamanho M: Cintura: 72cm /Lateral: 22cm /Comprimento: 28cm (medidas sem elasticidade),https://www.dafiti.com.br/Kit-4pcs-Cueca-Calvin-Klein-Underwear-Boxer-Logo-Preto%2FCinza-5556255.html
Kit 3pçs Cueca Lupo Slip Logo Preto/Branco/Cinza,Lupo,"R$ 59,99",https://static.dafiti.com.br/p/Lupo-Kit-3pçs-Cueca-Lupo-Slip-Logo-Preto/Branco/Cinza-3431-6689723-1-zoom.jpg,"Kit 3pçs Cueca Lupo Slip Logo Preto/Branco/Cinza Tipo de Produto: Kit 3pçs CuecaModelagem: SlipAltura da cintura: Cintura médiaTamanho: MComposição: Cueca cinza- 85% Algodão, 10% Poliéster e 5% Elastano.Demais cuecas- 95% Algodão e 5% Elastano.Medidas da peça: Cintura: 74cm/ Lateral: 8cm/ Comprimento: 25cm/(Medidas sem elasticidade)Tipo de Tecido: Malha",https://www.dafiti.com.br/Kit-3pcs-Cueca-Lupo-Slip-Logo-Preto%2FBranco%2FCinza-3279866.html
Calça Jeans Colcci Slim Alex Azul,Colcci,"R$ 144,99",https://static.dafiti.com.br/p/Colcci-Calça-Jeans-Colcci-Slim-Alex-Azul-9506-3743087-1-zoom.jpg,"Calça Jeans Colcci Slim Alex AzulFecho: Botão e ZíperBolsos: 5Medidas da peça no tamanho 42: Cintura: 90cm /Quadril: 106cm /Gancho: 26cm /Comprimento: 112cmMedidas do Modelo: Altura: 1,87m/ Tórax: 94cm/ Manequim: 40.",https://www.dafiti.com.br/Calca-Jeans-Colcci-Slim-Alex-Azul-7803473.html
Camiseta Mr Kitsch Logo Preta/Grafite,Mr Kitsch,"R$ 39,99",https://static.dafiti.com.br/p/Mr-Kitsch-Camiseta-Mr-Kitsch-Logo-Preta/Grafite-1000-5062694-1-zoom.jpg,"Camiseta Mr Kitsch Logo Preta/GrafiteModelagem: RetaManga: CurtaGola: RedondaTamanho: MMaterial: AlgodãoComposição: 100% algodãoTipo de Tecido: MalhaLavagem: Pode ser lavado na máquinaMedidas da peça: Ombro: 15cm/ Ombro a Ombro: 51cm/ Manga: 25cm/ Tórax: 114cm /Comprimento: 72cmMedidas Modelo: Altura 1,88m / Tórax 98cm / Manequim 40.",https://www.dafiti.com.br/Camiseta-Mr-Kitsch-Logo-Preta%2FGrafite-4962605.html
Camiseta Joss Corte a Fio Bad Influence Preto,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Bad-Influence-Preto-0892-7344516-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Bad-Influence-Preto-6154437.html
Kit 3pçs Meia Puma Logo Branco/Grafite/Preto,Puma,"R$ 24,99",https://static.dafiti.com.br/p/Puma-Kit-3pçs-Meia-Puma-Logo-Branco/Grafite/Preto-2136-0433824-1-zoom.jpg,"Kit 3pçs Meia Puma Logo Branco/Grafite/PretoTamanho: 39 a 43Composição: 68% Algodão, 27% Poliamida, 3% Elastano e 2% Outra fibraTipo de Tecido: Malha",https://www.dafiti.com.br/Kit-3pcs-Meia-Puma-Logo-Branco%2FGrafite%2FPreto-4283340.html
Kit 8pçs Cueca MASH Slip Logo Preto/Azul-Marinho,MASH,"R$ 99,99",https://static.dafiti.com.br/p/MASH-Kit-8pçs-Cueca-MASH-Slip-Logo-Preto/Azul-Marinho-9853-3433737-1-zoom.jpg,"Kit 8pçs Cueca MASH Slip Logo Preto/Azul-MarinhoMedidas da peça no tamanho M: Cintura: 70cm /Lateral: 10cm /Comprimento: 26cm (medidas sem elasticidade)Características: Kit composto por oito cuecas, sendo duas pretas, duas azul-marinho, uma cinza, uma branca, uma vermelha e uma amarela.",https://www.dafiti.com.br/Kit-8pcs-Cueca-MASH-Slip-Logo-Preto%2FAzul-Marinho-7373343.html
Camiseta Joss Corte a Fio Inspire Cinza,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Inspire-Cinza-7518-5346386-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Inspire-Cinza-6836435.html
Camiseta Joss Corte a Fio Hang Skull Preto,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Hang-Skull-Preto-4236-4197474-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Hang-Skull-Preto-4747914.html
Camiseta GAP Logo Branca,GAP,"R$ 79,99",https://static.dafiti.com.br/p/GAP-Camiseta-GAP-Logo-Branca-1695-3888425-1-zoom.jpg,"Camiseta GAP Logo BrancaManga: CurtaGola: RedondaMedidas da peça no tamanho M: Ombro: 16cm/ Ombro a Ombro: 52cm/ Manga: 23cm/ Tórax: 120cm /Comprimento: 74cmMedidas do Modelo: Altura: 1,86m/ Tórax: 97cm/ Manequim: 42.Características: Possui logo frontal.",https://www.dafiti.com.br/Camiseta-GAP-Logo-Branca-5248883.html
Camiseta Joss Corte a Fio Abducao Preto,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Abducao-Preto-5854-1944516-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Abducao-Preto-6154491.html
Calça Versatti Tradicional Premium Original Azul Uruguay,Versatti,"R$ 79,90",https://static.dafiti.com.br/p/Versatti-Calça-Versatti-Tradicional-Premium-Original-Azul-Uruguay-6050-0941884-1-zoom.jpg,"CALÇA JEANS COM ÓTIMA QUALIDADE CAIMENTO E VESTIMENTA PREMIUM UM NOVO CONCEITO EM DURABILIDADE E CONFORTO   Calça masculina confeccionada em jeans, com corte reto, cor azul tradicional, passantes no cós para melhor ajuste, fechamento por botão e zíper no entremeio, bolsos traseiros e frontais simples, mini bolso porta-moeda, cintura média e etiqueta da marca.Se existe uma peça de roupa que é a queridinha entre todo mundo, seja homem ou mulher, é a calça jeans. Todo mundo tem uma peça no guarda-roupa, não importa a classe social. Seja de modelagem ajustada ou mais larga, de lavagem escura ou clara, o jeans combina com tudo e está presente desde uma ocasião mais casual até uma bem sofisticada.Composição: 98% algodão 2% elastanoCalça jeans reta tradicional com elastano Lavagem escura Bolso celular 2 traseiro 2 dianteiro 10cm de largura X 20 Cm profundidade A VERSATTI é uma empresa tradicional surgiu em 1983 trazendo jeans de qualidade e tradição..",https://www.dafiti.com.br/Calca-Versatti-Tradicional-Premium-Original-Azul-Uruguay-4881490.html
Camiseta Joss Corte a Fio Hand Heart Preto,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Hand-Heart-Preto-4304-1759835-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Hand-Heart-Preto-5389571.html
Calça Jeans Pentagono Masculino Azul Escuro,KS CASUAL & SPORT,"R$ 59,90",https://static.dafiti.com.br/p/KS-CASUAL-&-SPORT-Calça-Jeans-Pentagono-Masculino-Azul-Escuro-3812-7651068-1-zoom.jpg,"Calça Jeans Pentagono Masculino Se fossemos explicar o que a Calça Jeans Pentagono Masculino em uma única palavra, essa palavra seria: estilo. Com seu corte skinny e lavagem moderna, é perfeita para qualquer tipo de evento ou até mesmo no dia a dia. Quer conhecer mais da Calça Jeans Pentagono Masculino? Então vamos lá: Dois bolsos dianteiros pensados para guardar celulares;Dois bolsos traseiros, confortáveis e seguros;Elastano para melhor adaptação e modelagem no corpo;Modelagem pensada de forma moderna e adaptável. Medidas Aproximadas: Tamanho: 36cm - Comprimento: 106-108cm - Cintura: 35-41cm - Quadril: 46-48cmTamanho: 38cm - Comprimento: 108-110cm - Cintura: 37-46cm - Quadril: 48-50cmTamanho: 40cm - Comprimento: 110-112cm - Cintura: 43-47cm - Quadril: 50-52cmTamanho: 42cm - Comprimento: 110-112cm - Cintura: 44-50cm - Quadril: 52-54cmTamanho: 44cm - Comprimento: 110-112cm - Cintura: 45-52cm - Quadril: 54-56cmTamanho: 46cm - Comprimento: 110-112cm - Cintura: 46-54cm - Quadril: 56-58cmTamanho: 48cm - Comprimento: 110-112cm - Cintura: 50-55cm - Quadril: 60-62cm*Medidas aproximadas. Tamanhos podem variar em até 2,5cm para mais ou menos, devido as variações de temperatura, lavagem e armazenamentos dos tecidosDisponível em diversos tamanhos, a Calça Jeans Pentagono Masculino é feita para qualquer pessoa que queira aliar o conforto com o estilo em seu dia a dia. Se você não abre mão de estar sempre bem arrumado e confortável, esse modelo de calça é perfeito para você. Precisando de mais modelos para compor seu look? Adicione a Calça Jeans Pentagono Masculino ao carrinho e dê uma olhada em nosso catálogo de roupas, você encontrará tudo o que precisa para estar sempre na moda e preparado. Na KS Casual & Sport você encontra a roupa certa para cada momento. Com ótimas formas de pagamento, aqui é o lugar que você procurava para repaginar seu guarda-roupa com estilo e ótimos valores. Não perca mais tempo e mostre ao mundo seu novo eu, com roupas estilosas e cheias de personalidade.",https://www.dafiti.com.br/Calca-Jeans-Pentagono-Masculino-Azul-Escuro-8601567.html
Kit 10pçs Meia MASH Soquete Logo Preto,MASH,"R$ 49,99",https://static.dafiti.com.br/p/MASH-Kit-10pçs-Meia-MASH-Soquete-Logo-Preto-3414-6812174-1-zoom.jpg,"Kit 10pçs Meia MASH Soquete Logo PretoModelagem: SoqueteEstampa/Padronagem: LetteringTamanho: 39-44Material: AlgodãoComposição: 69% algodão, 29% poliamida e 2% elastanoTipo de Tecido: MalhaLavagem: Pode ser lavado na máquinaCaracterísticas Especiais: O kit conta com dez pares sendo todos pretos",https://www.dafiti.com.br/Kit-10pcs-Meia-MASH-Soquete-Logo-Preto-4712186.html
Camiseta Joss Corte a Fio Inspire Branco,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Inspire-Branco-7517-7346386-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Inspire-Branco-6836437.html
Bermuda Jeans Still Rasgada Masculino Azul Claro,KS CASUAL & SPORT,"R$ 49,90",https://static.dafiti.com.br/p/KS-CASUAL-&-SPORT-Bermuda-Jeans-Still-Rasgada-Masculino-Azul-Claro-4414-1821068-1-zoom.jpg,"Bermuda Jeans Still Rasgada Masculino Pintou aquele churrasco ou um evento com os amigos? Talvez um passeio no parque? A Bermuda Jeans Still Rasgada Masculino é a opção certa para estar estiloso e confortável em qualquer evento. Com bolsos seguros, tanto dianteiros quanto traseiros, você tem o local perfeito para guardar seus pertences. Bermuda Jeans Still Rasgada Masculino está disponível em diversos tamanhos, por isso, atente-se na hora de escolher. A Bermuda Jeans Still Rasgada Masculino pode ser utilizada também em locais de trabalho mais liberais, sendo confortável para enfrentar o dia a dia sem perder seu estilo. Peças que podem combinar com a Bermuda Jeans Still Rasgada Masculino? Desde camisetas básicas, pretas, brancas ou cinza, até mesmo a camisas diferentes, com cortes modernos ou clássicos, com a Bermuda Jeans Still Rasgada Masculino você tem uma gama enorme de looks para comprar. Na KS Casual & Sport você encontra as peças certas para qualquer momento ou ocasião. Adicione a Bermuda Jeans Still Rasgada Masculino em seu carrinho e continue investindo em sua apresentação pessoal na KS Casual & Sport.",https://www.dafiti.com.br/Bermuda-Jeans-Still-Rasgada-Masculino-Azul-Claro-8601281.html
Camiseta Hang Loose Wavy Branca,Hang Loose,"R$ 59,99",https://static.dafiti.com.br/p/Hang-Loose-Camiseta-Hang-Loose-Wavy-Branca-2832-4981473-1-zoom.jpg,"Camiseta Hang Loose Wavy BrancaManga: CurtaGola: RedondaMedidas da peça no tamanho G: Ombro: 16cm/ Ombro a Ombro: 50cm/ Manga: 22cm/ Tórax: 116cm /Comprimento: 75cmMedidas do Modelo: Altura: 1,87m/ Tórax: 94cm/ Manequim: 40.Características: Possui estampa frontal",https://www.dafiti.com.br/Camiseta-Hang-Loose-Wavy-Branca-3741894.html
Camiseta Calvin Klein Jeans New York Azul-Marinho,Calvin Klein Jeans,"R$ 119,99",https://static.dafiti.com.br/p/Calvin-Klein-Jeans-Camiseta-Calvin-Klein-Jeans-New-York-Azul-Marinho-1556-5296637-1-zoom.jpg,"Camiseta Calvin Klein Jeans New York Azul-MarinhoManga: CurtaGola: RedondaMedidas da peça no tamanho M: Ombro: 14cm/ Ombro a Ombro: 49cm/ Manga: 21cm/ Tórax: 112cm /Comprimento: 74cmMedidas do Modelo: Altura 1,91cm/ Tórax 91cm/ Manequim 38.",https://www.dafiti.com.br/Camiseta-Calvin-Klein-Jeans-New-York-Azul-Marinho-7366925.html
Camiseta Joss Corte a Fio Caveira Florida Preto,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Caveira-Florida-Preto-4235-4097474-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Caveira-Florida-Preto-4747904.html
Camisa Polo Aramis Reta Logo Marrom,Aramis,"R$ 99,99",https://static.dafiti.com.br/p/Aramis-Camisa-Polo-Aramis-Reta-Logo-Marrom-5157-9941745-1-zoom.jpg,"Camisa Polo Aramis Reta Logo MarromManga: CurtaGola: PoloFecho: BotãoMedidas da peça no tamanho M: Ombro: 17cm/ Ombro a Ombro: 49cm/ Manga: 22cm/ Tórax: 110cm /Comprimento: 76cmMedidas do Modelo: Altura: 1,90m/ Tórax: 89cm/ Manequim: 40.Características: Possui logo bordado.",https://www.dafiti.com.br/Camisa-Polo-Aramis-Reta-Logo-Marrom-5471499.html
Camiseta Joss Corte a Fio Harley Branco,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Harley-Branco-4460-3111455-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Harley-Branco-5541113.html
Calça Jeans Colcci Reta Lettering Azul-Marinho,Colcci,"R$ 139,99",https://static.dafiti.com.br/p/Colcci-Calça-Jeans-Colcci-Reta-Lettering-Azul-Marinho-6349-5253087-1-zoom.jpg,"Calça Jeans Colcci Reta Lettering Azul-MarinhoFecho: Botão e ZíperBolsos: 5Medidas da peça no tamanho 42: Cintura: 82cm /Quadril: 102cm /Gancho: 29cm /Comprimento: 115cmMedidas do Modelo: Altura: 1,87m/ Tórax: 94cm/ Manequim: 40.Características: Possui recorte posterior com estampa em lettering",https://www.dafiti.com.br/Calca-Jeans-Colcci-Reta-Lettering-Azul-Marinho-7803525.html
Camisa Polo Yachtsman Reta Color Block Azul-Marinho/Cinza,Yachtsman,"R$ 54,99",https://static.dafiti.com.br/p/Yachtsman-Camisa-Polo-Yachtsman-Reta-Color-Block-Azul-Marinho/Cinza-9171-8452694-1-zoom.jpg,"Camisa Polo Yachtsman Reta Color Block Azul-Marinho/CinzaManga: CurtaGola: PoloFecho: BotãoMedidas da peça no tamanho M: Ombro: 13cm/ Ombro a Ombro: 44cm/ Manga: 23cm/ Tórax: 112cm /Comprimento: 70cmMedidas do Modelo: Altura: 1,86m/ Tórax: 97cm/ Manequim: 40/42.Características: Possui logo bordado frontal",https://www.dafiti.com.br/Camisa-Polo-Yachtsman-Reta-Color-Block-Azul-Marinho%2FCinza-4962548.html
Camiseta Mr Kitsch Logo Off-White/Azul-Marinho,Mr Kitsch,"R$ 39,90",https://static.dafiti.com.br/p/Mr-Kitsch-Camiseta-Mr-Kitsch-Logo-Off-White/Azul-Marinho-8246-0736305-1-zoom.jpg,"Camiseta Mr Kitsch Logo Off-White/Azul-MarinhoManga: CurtaGola: RedondaMedidas da peça no tamanho G: Ombro: 15cm/ Ombro a Ombro: 53cm/ Manga: 25cm/ Tórax: 120cm /Comprimento: 77cmMedidas do Modelo: Altura: 1,83m/ Tórax: 107cm/ Manequim 40.",https://www.dafiti.com.br/Camiseta-Mr-Kitsch-Logo-Off-White%2FAzul-Marinho-5036370.html
Camiseta Joss Corte a Fio Fod Branco,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Fod-Branco-3940-1337843-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Fod-Branco-3487331.html
Kit com 3 Calças jeans Sttara Lisboa azul,Sttara,"R$ 174,90",https://static.dafiti.com.br/p/Sttara-Kit-com-3-Calças-jeans-Sttara-Lisboa-azul-5014-1600475-1-zoom.jpg,"Kit com 3 calças jeans, para você criar looks completos, modernos e contemporâneos,Esse kit resolve seu problema com jeans. Um calça sem lavagem Uma calça com lavagem clara Uma calça com nuances mais escura  produto Premium original otima qualidade !  Tres calças  jeans masculinas confeccionadas em jeans, uma com lavagem clara e outra mais escura e uma de intermediária,  com corte reto, cor azul tradicional, passantes no cós para melhor ajuste, fechamento por botão e zíper no entremeio, bolsos traseiros e frontais simples, mini bolso porta-moeda, cintura média e etiqueta da marca.  Se existe uma peça de roupa que é a queridinha entre todo mundo, seja homem ou mulher, é a calça jeans. Todo mundo tem uma peça no guarda-roupa, não importa a classe social. Seja de modelagem ajustada ou mais larga, de lavagem escura ou clara, o jeans combina com tudo e está presente desde uma ocasião mais casual até uma bem sofisticada. Composição: 98% algodão 2% elastano",https://www.dafiti.com.br/Kit-com-3-Calcas-jeans-Sttara-Lisboa-azul-5740061.html
Camiseta Joss Corte a Fio Caveira Charuto Preto,Joss,"R$ 59,90",https://static.dafiti.com.br/p/Joss-Camiseta-Joss-Corte-a-Fio-Caveira-Charuto-Preto-4178-5108174-1-zoom.jpg,"Camiseta Masculina com caimento reto, máxima qualidade e conforto para o seu dia a dia.  Composição: 100% Algodão Egípcio Tipo de Tecido: Malha 30.1 Gola: Canoa Tipo de Produto: Camiseta Modelagem: Reta Manga: Curta Garantia: 7 dias após o recebimento   Compre sem medo, oferecemos a primeira troca grátis para defeitos, tamanhos, modelos ou devolução :) Ainda está com dúvidas? Entre em contato, vamos te ajudar",https://www.dafiti.com.br/Camiseta-Joss-Corte-a-Fio-Caveira-Charuto-Preto-4718015.html
Calça Jeans Pentagono Rasgada Masculino Azul Claro,KS CASUAL & SPORT,"R$ 69,90",https://static.dafiti.com.br/p/KS-CASUAL-&-SPORT-Calça-Jeans-Pentagono-Rasgada-Masculino-Azul-Claro-9814-1834788-1-zoom.jpg,"Calça Jeans Pentagono Rasgada Masculino>Uma peça destinada para quem tem estilo, a Calça Jeans Pentagono Rasgada Masculino tem a pegada que seu dia a dia precisa. Confortável e estilosa, essa peça é um coringa em seu guarda-roupas para todas as horas. O corte moderno e a lavagem pensada para acompanhar diversos looks são a chave do sucesso para a Calça Jeans Pentagono Rasgada Masculino. Quer conhecer um pouco mais sobre o produto? Então vamos lá:-Dois bolsos dianteiros pensados para guardar celulares;-Dois bolsos traseiros, confortáveis e seguros -Elastano para melhor adaptação e modelagem no corpo;-Modelagem pensada de forma moderna e adaptável. Medidas Aproximadas:Tamanho: 36cm - Comprimento: 106-108cm - Cintura: 35-41cm - Quadril: 46-48cm;Tamanho: 38cm - Comprimento: 108-110cm - Cintura: 37-46cm - Quadril: 48-50cm;Tamanho: 40cm - Comprimento: 110-112cm - Cintura: 43-47cm - Quadril: 50-52cm;Tamanho: 42cm - Comprimento: 110-112cm - Cintura: 44-50cm - Quadril: 52-54cm;Tamanho: 44cm - Comprimento: 110-112cm - Cintura: 45-52cm - Quadril: 54-56cm;Tamanho: 46cm - Comprimento: 110-112cm - Cintura: 46-54cm - Quadril: 56-58cm;Tamanho: 48cm - Comprimento: 110-112cm - Cintura: 50-55cm - Quadril: 60-62cm;A Calça Jeans Pentagono Rasgada Masculino tem modelagem skinny, super em alta e sempre bem-vinda em diversos tipos de looks. Para melhor modelagem no corpo, possui elastano em sua composição. Precisando comprar roupas novas para seu guarda-roupa? Pois já está no lugar certo!O melhor lugar para atualizar seu guarda-roupas é na KS Casual & Sport. Gostou da Calça Jeans Pentagono Rasgada Masculino? Adicione em seu carrinho e aproveite os valores promocionais em nosso site. Estar bonito e preparado para qualquer coisa é o melhor jeito de imprimir seu estilo em todas as ocasiões. Vista-se bem, vista KS Casual & Sport.*Medidas aproximadas. Tamanhos podem variar em até 2,5cm para mais ou menos, devido as variações de temperatura, lavagem e armazenamentos dos tecidos.",https://www.dafiti.com.br/Calca-Jeans-Pentagono-Rasgada-Masculino-Azul-Claro-8874381.html
Calça Jeans Pentagono Masculino Azul Claro,KS CASUAL & SPORT,"R$ 69,90",https://static.dafiti.com.br/p/KS-CASUAL-&-SPORT-Calça-Jeans-Pentagono-Masculino-Azul-Claro-4440-1520368-1-zoom.jpg,"Calça Jeans Pentagono MasculinoSe fossemos explicar o que a Calça Jeans Pentagono Masculino em uma única palavra, essa palavra seria: estilo. Com seu corte skinny e lavagem moderna, é perfeita para qualquer tipo de evento ou até mesmo no dia a dia. Quer conhecer mais da Calça Jeans Pentagono Masculino? Então vamos lá:Dois bolsos dianteiros pensados para guardar celulares; Dois bolsos traseiros, confortáveis e seguros; Elastano para melhor adaptação e modelagem no corpo;Modelagem pensada de forma moderna e adaptável. Medidas Aproximadas:Tamanho: 36cm - Comprimento: 106-108cm - Cintura: 35-41cm - Quadril: 46-48cm;Tamanho: 38cm - Comprimento: 108-110cm - Cintura: 37-46cm - Quadril: 48-50cm;Tamanho: 40cm - Comprimento: 110-112cm - Cintura: 43-47cm - Quadril: 50-52cm;Tamanho: 42cm - Comprimento: 110-112cm - Cintura: 44-50cm - Quadril: 52-54cm;Tamanho: 44cm - Comprimento: 110-112cm - Cintura: 45-52cm - Quadril: 54-56cm;Tamanho: 46cm - Comprimento: 110-112cm - Cintura: 46-54cm - Quadril: 56-58cm;Tamanho: 48cm - Comprimento: 110-112cm - Cintura: 50-55cm - Quadril: 60-62cm;Disponível em diversos tamanhos, a Calça Jeans Pentagono Masculino é feita para qualquer pessoa que queira aliar o conforto com o estilo em seu dia a dia. Se você não abre mão de estar sempre bem arrumado e confortável, esse modelo de calça é perfeito para você. Precisando de mais modelos para compor seu look? Adicione a Calça Jeans Pentagono Masculino ao carrinho e dê uma olhada em nosso catálogo de roupas, você encontrará tudo o que precisa para estar sempre na moda e preparado. Na KS Casual & Sport você encontra a roupa certa para cada momento. Com ótimas formas de pagamento, aqui é o lugar que você procurava para repaginar seu guarda-roupa com estilo e ótimos valores. Não perca mais tempo e mostre ao mundo seu novo eu, com roupas estilosas e cheias de personalidade.*Medidas aproximadas. Tamanhos podem variar em até 2,5cm para mais ou menos, devido as variações de temperatura, lavagem e armazenamentos dos tecidos.",https://www.dafiti.com.br/Calca-Jeans-Pentagono-Masculino-Azul-Claro-8630251.html
